transaction_amount,account_balance,transaction_time_seconds,avg_transaction_amount_7d,std_transaction_amount_7d,transactions_last_1h,transactions_last_24h,failed_attempts,num_devices_used,transaction_type,device_type,location_region,is_foreign_transaction,is_high_risk_country,is_fraud
164.4884604529748,2050.1749465208477,45900,47.775532600436314,31.919612151104733,0,8,0,1,transfer,mobile,rural,0,0,0
312.384752465713,4023.5827392120163,82090,138.05988084171435,20.095703197168472,2,13,1,2,payment,mobile,urban,0,0,0
66.30622835448945,2945.8297378789766,19139,125.65759376426728,46.85679405525474,4,9,1,1,transfer,mobile,urban,0,0,0
108.64090625572081,4631.329627849111,50024,46.531050462340204,1.0,1,7,0,3,payment,mobile,rural,0,0,0
132.3532383063448,1428.7610923503573,42688,116.75759842568468,43.395600547897445,2,8,2,3,withdrawal,mobile,urban,1,0,0
62.756943769546695,1502.0558901124186,54638,100.38443623273776,35.19270114197457,1,9,1,4,transfer,desktop,urban,0,0,0
163.70568203814105,2200.846272009261,32057,1.0,33.630365931321876,0,11,1,3,payment,mobile,suburban,1,0,0
57.62312387041667,2235.6911339090198,24150,68.32267549147699,13.228571852522514,1,12,2,1,withdrawal,desktop,suburban,0,0,0
13.815896368895789,784.1615629251291,52236,41.135406092091415,10.299042625887587,1,9,0,4,withdrawal,desktop,suburban,0,0,0
102.7642973912838,3005.250645302954,24396,2.4648563707317948,36.04608422103361,4,20,0,3,withdrawal,desktop,rural,0,1,0
65.13215996605393,3210.327370413256,57900,65.1292253155557,21.16748599896561,1,19,0,1,withdrawal,mobile,urban,0,0,0
107.32977389236547,1325.4336142048369,6725,77.29689150460534,45.849779102497536,2,11,0,4,transfer,desktop,rural,0,0,0
8.70327568039011,2126.0933052347527,5690,47.2991235363177,25.70876741115503,2,9,0,3,withdrawal,mobile,urban,0,0,0
108.98204651464584,2454.1004192102587,12814,54.02637929456919,1.0,2,8,1,2,purchase,mobile,urban,0,0,0
67.51895583105198,1352.4098023657564,67465,193.30822570057848,74.36889715052142,1,8,0,2,purchase,mobile,suburban,0,0,0
140.77817362260967,1974.1576748140449,82049,72.5081440893011,44.704074606647346,4,12,0,1,withdrawal,desktop,rural,1,0,0
55.8394285245191,1484.792532006668,19240,165.1268902978951,12.347958622807443,3,16,0,1,payment,desktop,suburban,1,0,0
40.01949227700173,3323.5332379408246,224,23.93732527774175,25.587799557231335,0,9,0,1,withdrawal,desktop,urban,0,0,0
64.95131779313732,1825.5642052990286,40527,88.34864680741688,52.979558751334196,3,8,1,3,withdrawal,mobile,urban,0,0,0
251.99562489918733,5674.8616385180585,63844,44.74198436337093,6.923478077996876,3,7,0,4,withdrawal,mobile,suburban,0,0,0
36.75011055290936,3121.648284555001,7299,80.61763688444552,1.0,0,8,1,4,withdrawal,mobile,rural,0,0,0
419.4339402170309,0.0,68177,112.54420031799789,48.68292461229764,1,6,0,4,payment,desktop,urban,0,0,0
12.074627557672322,1148.0936400111202,16576,21.04964268593465,2.6788242971887364,1,9,0,3,transfer,desktop,urban,0,0,0
352.38798983918707,1630.5211555013536,13843,124.32870192955072,25.709390940020498,4,15,0,1,payment,tablet,suburban,0,0,0
206.64199871731418,983.6483153791723,4522,48.84465284421435,30.219960604723827,0,13,0,4,withdrawal,desktop,urban,0,0,0
294.2419740583157,1419.3497757688688,9252,125.59404613430348,32.955644710836665,0,10,1,1,withdrawal,mobile,rural,0,0,0
26.993342211930702,5978.196500198199,24742,61.826127137379046,41.63575953196769,1,10,0,3,transfer,desktop,rural,0,0,0
194.86660512021933,3235.554486976297,76715,78.77959260645261,33.84769694251728,2,15,1,2,transfer,mobile,suburban,0,0,0
162.7250541326946,1040.1258851899402,21691,1.0,53.65320611481315,1,12,0,1,withdrawal,desktop,suburban,0,0,0
17.79369268970721,1705.5414530322882,27057,201.06616687201318,38.633535720485824,4,13,0,3,withdrawal,mobile,rural,0,0,0
35.10139487405477,1966.6071060529748,45922,76.4202055775553,42.766152940428576,2,14,0,3,payment,tablet,suburban,1,0,0
83.72327767243593,1047.7702427049276,17321,117.00869607262383,6.046380131006714,3,11,2,3,transfer,desktop,urban,0,0,0
210.67118635301608,1022.4970527631333,11357,26.973421441439477,61.330876282125786,6,18,0,2,payment,mobile,urban,1,0,0
3.864063637124271,2918.7512056548035,52013,58.329145392709805,32.60720132416483,0,8,1,4,transfer,mobile,suburban,0,0,0
44.56963629137298,2019.1852801390025,67962,127.43782911109389,1.0,3,7,1,1,transfer,mobile,urban,1,0,0
106.01581510173219,1183.323830212732,23872,47.97631402599994,42.18256456109283,3,9,1,2,payment,mobile,urban,0,0,0
136.05828711075023,3065.97818116249,12578,36.41134965428051,9.01390359017849,1,10,0,1,transfer,mobile,rural,0,0,0
325.7893081756698,1601.8008722557274,20244,77.75243032458032,60.31101839084824,3,10,0,4,purchase,mobile,urban,0,0,0
13.222880475879304,3422.6655621765794,11838,86.19976743207276,37.64321391082461,0,12,1,2,transfer,mobile,suburban,0,0,0
51.068594279760035,2207.142830237959,82853,196.2577720627267,13.469257157553503,1,6,0,1,purchase,mobile,urban,0,0,0
80.60195780299148,2840.9745544899924,5648,132.85993550861548,47.5627276785948,0,5,0,3,withdrawal,desktop,urban,0,0,0
64.60130491546586,2562.5851596489556,85847,37.147320585389224,27.444285918304963,1,8,0,2,withdrawal,tablet,rural,0,0,0
69.95409516349129,2021.496945566308,28209,152.3500679816342,54.190688606640265,0,8,0,1,withdrawal,mobile,urban,0,0,0
49.68519083978769,1774.9722884683347,10911,130.620063806271,100.07534812630274,3,14,0,2,payment,desktop,suburban,0,0,0
372.8097189011212,0.0,21024,132.28652922359348,1.0,1,6,0,4,purchase,mobile,rural,0,0,0
3.782331717844217,1728.6998875623913,16989,114.79848122127785,10.394178947985882,1,7,0,4,payment,mobile,rural,0,0,0
19.166989610658575,3679.2185988920455,2990,3.870347722430708,30.745802225849573,0,13,0,1,transfer,tablet,rural,0,0,0
48.46801654133293,2203.5084839232104,15178,17.042280634609625,35.7973101842232,2,6,2,2,withdrawal,mobile,rural,0,1,0
70.25922875981044,2814.117246919143,47756,5.965022859783744,49.51206477229102,4,6,0,2,withdrawal,mobile,rural,0,0,0
46.305465862198254,1748.1382309103155,4074,1.0,19.248520381039732,0,10,0,2,purchase,mobile,suburban,0,0,0
152.177425601388,145.56385544809723,12979,37.06963177725692,37.59132847534631,6,19,1,1,withdrawal,desktop,rural,0,0,0
135.4275603736581,1751.6349625176294,30547,68.5259782739734,35.79154699306404,0,13,1,1,payment,desktop,rural,0,0,0
1.0,1077.7299493975563,42532,147.37904791456526,26.46612750458874,5,8,3,3,purchase,mobile,urban,0,0,0
102.17789407037937,2001.3562112180769,80397,26.065093865571228,45.727476861721684,1,11,0,1,transfer,mobile,suburban,1,0,0
55.2492706712028,669.5871529402327,83084,35.70884366904488,19.45634445987011,1,8,0,3,withdrawal,mobile,suburban,0,1,0
30.5431037624386,4006.7447198617133,82134,68.78524481319312,46.304938904546304,3,9,0,2,withdrawal,mobile,suburban,0,0,0
31.36420805275658,118.72240052075858,37490,123.93490541524665,21.906454133193527,4,7,0,2,transfer,tablet,urban,0,0,0
1.0,2776.3760323511333,66264,54.0996506894764,41.784420174775114,2,9,0,1,payment,desktop,suburban,0,0,0
64.12837332220155,784.2502425584514,538,50.372845461273414,39.302942450139945,7,6,0,1,payment,desktop,urban,0,0,0
77.71253973910852,4886.318849159698,43474,91.20557447522074,55.31904718742387,3,11,1,3,transfer,mobile,urban,0,0,0
165.56186236780067,0.0,25,99.62290591405696,27.032824361480763,3,9,0,3,transfer,mobile,suburban,0,0,0
46.94464260287346,2194.957867065748,40727,73.01187356242389,18.111012388020875,1,9,1,1,transfer,mobile,suburban,0,0,0
222.36268587978753,12.757155366055486,50274,98.96537036289035,43.64636666762759,2,13,0,1,transfer,mobile,urban,0,0,0
68.76303108487433,932.605091774896,54320,165.00332135342023,21.75263738660474,2,10,0,1,transfer,mobile,urban,0,0,0
45.783663750285115,1209.1455597043841,11255,109.88930557676944,25.45310792211705,4,10,1,4,purchase,mobile,suburban,0,0,0
370.1484682005895,916.0494723943016,36078,89.45131302362111,42.9900627988637,2,12,0,1,withdrawal,mobile,urban,0,0,0
50.546492615288564,0.0,55125,93.01641542137648,39.002001581141826,2,7,0,1,withdrawal,desktop,rural,0,0,0
15.208695397527922,0.0,51305,63.33498284392169,32.11705077235715,4,6,0,1,payment,mobile,urban,0,0,0
203.22351287811705,1215.9233911595072,34985,91.45938737643687,1.0,2,5,1,1,purchase,mobile,suburban,0,0,0
108.74784503860633,2999.013662784396,56531,140.55399591065049,21.166819717479836,3,7,0,3,withdrawal,mobile,suburban,0,0,0
186.14956013986554,2138.8153981806713,83968,159.33780090441905,20.05061804559827,0,9,2,1,purchase,desktop,urban,0,0,0
3.386257512763999,3781.181655709309,63928,65.84183112579608,33.273330121264095,3,4,0,4,transfer,tablet,urban,0,0,0
46.975024063571894,2336.705434785572,48860,165.86050770701294,12.305718940842453,0,8,0,4,withdrawal,mobile,urban,0,0,0
18.370689036350583,1885.933656973447,38624,141.92965395497694,10.703250049946579,1,12,0,1,payment,mobile,rural,0,0,0
109.8252518558887,657.875185373844,59420,130.62426674636745,1.0,1,9,2,2,withdrawal,desktop,suburban,0,0,0
32.67216459691436,1398.8243802391225,16345,113.48547210875547,29.518487723985356,7,7,1,1,withdrawal,mobile,urban,0,0,0
8.534644383890264,2038.4810160763147,49667,23.87638780587759,52.71776775324529,3,11,0,1,purchase,desktop,urban,0,0,0
105.22093698311772,2750.3008081210983,7438,46.527253732406706,4.9021339079486665,2,10,0,2,payment,mobile,urban,0,0,0
702.4735093912419,3260.7308541744032,39441,43.551287497269485,1.0,2,10,0,3,payment,mobile,rural,0,0,0
132.24348431707583,1381.1869506323462,39268,22.619974040565097,51.378834775610954,4,10,0,4,withdrawal,desktop,suburban,0,0,0
140.67834342099718,2138.712704577378,13168,107.50193875228405,28.95853411191195,1,15,0,2,purchase,mobile,suburban,0,0,0
80.64803049415018,1019.9729151465637,64009,76.95740567099115,53.3839282157097,2,11,0,3,transfer,desktop,rural,0,0,0
86.45948128198397,5040.619788868445,32481,74.03004458310699,47.65287452466593,2,8,1,3,payment,tablet,suburban,0,0,0
141.56354100228666,4476.591380920673,66762,172.67602143169518,37.93453012073839,3,8,2,1,transfer,mobile,suburban,0,0,0
69.54820888708694,2845.0574170972764,56375,111.97019116821247,21.116890762888154,2,12,0,4,payment,mobile,urban,0,1,0
64.8264485870234,1852.761128995246,12883,93.82918737002154,58.26230576590713,1,13,1,3,purchase,desktop,rural,1,0,0
252.6987031283132,3172.055212708363,22187,42.64348951506016,44.56457120249554,0,11,0,3,purchase,desktop,rural,0,0,0
65.56221547705086,5720.3411420392185,45178,135.27139933826956,53.15212840730248,2,5,0,1,transfer,tablet,suburban,0,1,0
23.198708593211524,2002.3984410947505,7019,95.70026105780936,18.326612227395607,1,4,0,2,payment,mobile,urban,0,0,0
47.28730337821722,1620.709128388132,27673,31.231012526190042,14.308999917715665,2,7,0,4,withdrawal,mobile,suburban,0,0,0
15.126258482035754,471.6729730084687,71179,7.564131114191994,37.241474743927625,1,12,1,2,withdrawal,desktop,urban,1,0,0
86.19729542861346,0.0,57889,96.0885994296078,21.58413871213871,1,6,1,3,transfer,desktop,rural,0,0,0
3.1089837906256217,127.93506710687438,69881,110.19100492697876,48.33581477913987,1,8,1,1,payment,desktop,rural,0,0,0
205.8142362954584,4392.903604922951,27425,76.35860801113697,1.0,2,7,0,3,transfer,mobile,urban,0,0,0
245.23837639480473,3399.4509472224236,33026,104.54393967389166,23.92751363630974,2,16,0,3,payment,mobile,suburban,0,0,0
105.22645473333316,2102.555709041847,14465,87.412414047033,21.960419871450206,3,11,2,4,transfer,tablet,rural,1,0,0
106.695877208197,286.77817313828746,59684,97.12090037329179,12.986064862353416,4,12,0,2,payment,mobile,suburban,1,0,0
121.7973888729691,3490.2770704018826,48552,187.55669574922933,35.82434944801053,1,5,0,3,payment,tablet,suburban,0,0,0
62.91726221775098,0.0,34969,144.6867888097234,64.41187257701286,3,10,1,2,purchase,mobile,urban,0,0,0
119.2998524198915,2661.455398682402,22058,51.8016737431388,46.349095134176046,0,11,1,4,withdrawal,desktop,rural,0,0,0
46.15559388091781,853.2843246096338,51197,40.18523165644697,9.429033966069102,1,14,0,4,withdrawal,desktop,urban,0,0,0
67.42382338711609,4633.791466323413,80951,65.34591882486129,81.65859691468125,4,8,0,4,transfer,tablet,urban,0,0,0
105.59955863602492,804.555977951062,11204,43.92921532224884,17.459690097524856,2,12,0,3,purchase,desktop,urban,0,0,0
7.055833841160802,2743.7393504667007,58013,58.88168316303502,55.0501491240385,4,8,1,4,transfer,mobile,urban,0,0,0
76.51264790492432,4202.246678579212,10507,76.75915733346797,16.04409847204455,2,9,2,2,payment,mobile,rural,0,0,0
132.43274660450348,3583.179979433714,66040,11.475961041212585,70.76572181795692,4,6,0,4,transfer,mobile,urban,1,0,0
55.673349822236275,729.6675212079774,51491,27.347939168333063,32.753229183543816,2,8,1,1,transfer,mobile,urban,0,0,0
105.26965037939982,689.6869940082222,43236,126.72532936352138,29.715089245962762,2,9,0,2,purchase,mobile,urban,0,0,0
85.87215543208634,1057.137987984569,5147,91.0431420449218,6.594450019588244,2,9,1,2,withdrawal,desktop,rural,1,0,0
31.223391004817074,3831.871628006995,74420,64.0339168517037,3.4861760085289077,2,5,1,3,withdrawal,desktop,urban,0,0,0
221.61159829577954,2728.445465675436,51891,89.18855287873464,24.71056175115028,3,7,0,2,transfer,desktop,rural,0,0,0
17.77502932884376,3106.5791550603562,3049,57.790944047958384,27.307185104685257,3,12,1,4,purchase,mobile,rural,0,0,0
48.350515366062936,3478.195315980961,29230,112.50021484583434,28.313642085963792,3,7,0,2,withdrawal,mobile,rural,0,0,0
4.041304216436319,1957.6406106934223,7442,139.75315805584398,26.26899057060321,4,12,0,4,transfer,tablet,urban,0,0,0
62.58175481271861,1115.1935009548351,490,75.11457598420265,29.692683144180833,2,5,1,2,purchase,tablet,urban,1,0,0
100.23824643712467,3368.4130122482793,57687,36.137105440920095,27.289690430583526,3,9,0,1,purchase,mobile,suburban,0,0,0
189.84414963876145,2852.1478798938556,77140,66.90406331323548,14.76761111052761,3,7,1,1,withdrawal,desktop,urban,0,0,0
89.40149792607174,4720.583131171186,63285,52.07705176430568,24.52932289494514,2,4,2,1,purchase,mobile,suburban,0,0,0
31.14711383734322,1054.200251118316,83402,72.7683827480463,28.953503288174034,1,8,0,1,withdrawal,tablet,rural,1,0,0
39.59433982862877,1674.589868240477,2536,67.02612840474377,23.578590520523683,1,11,2,1,payment,mobile,suburban,0,0,0
9.256683424917128,1832.7277695483801,28325,105.34135502898087,42.229495121786414,1,5,0,3,payment,mobile,rural,0,0,0
101.8351840208202,0.0,75620,124.96750075065934,19.367157010060858,6,9,1,2,withdrawal,tablet,urban,0,0,0
85.66320645704447,443.0240523488412,922,46.73455007196582,10.076135843729958,3,4,0,2,withdrawal,desktop,urban,0,0,0
118.51750337995304,3287.583989930524,24604,58.793964227656275,13.558969075683901,3,15,0,4,withdrawal,tablet,rural,0,0,0
115.09916153403567,1577.9483321459452,75809,36.290371648148415,1.0,1,13,2,4,purchase,mobile,rural,0,0,0
117.20250009044044,1565.8647756244488,56397,34.046042014978276,78.63578636360424,1,12,1,1,transfer,mobile,urban,0,0,0
216.4539040721955,0.0,25390,107.27338181922762,78.43645423284003,3,13,2,2,transfer,desktop,urban,0,0,0
218.91240497317983,660.7670523298727,75166,28.543202596400178,8.99059083018637,3,13,0,4,transfer,desktop,suburban,0,0,0
7.830910709658929,2284.833677781258,18908,89.54315888497754,63.12332831165793,0,4,0,3,payment,mobile,suburban,1,0,0
129.80383910813387,5950.200784736229,80950,98.65858273963732,26.87083104537851,2,8,0,3,transfer,mobile,suburban,0,0,0
275.42278690001604,1218.0391823390314,24214,67.00989686786129,11.115161254678863,3,11,0,4,purchase,mobile,urban,0,0,0
132.5084465923836,573.8880231387209,33953,85.26572916214496,22.516130026715842,3,17,0,4,withdrawal,tablet,suburban,0,0,0
6.159974010856003,5124.502065082623,70151,17.500223301474634,1.0,1,18,0,3,withdrawal,desktop,rural,0,0,0
6.708217470246204,2940.91796691146,27195,19.233789213384753,10.067236946045032,2,11,1,2,payment,desktop,rural,1,0,0
37.02412586479985,805.1583792083134,16313,73.55191061660891,41.9007237628394,4,14,2,2,payment,mobile,suburban,0,0,0
3.2451362468733196,1403.11551850584,35989,92.58174103015567,38.380187247759224,3,12,0,3,transfer,mobile,suburban,0,0,0
421.42577688865936,3373.800702319323,52989,133.68886574952938,49.15679734286418,0,10,1,1,transfer,mobile,rural,0,1,0
38.64420271074685,0.0,3003,82.43606125435275,41.83082746984481,5,6,0,3,payment,mobile,suburban,0,0,0
100.04647586270958,0.0,80097,101.67384684395253,3.1418419526225065,2,3,0,4,transfer,mobile,rural,0,0,0
9.205143920820795,1882.7320941639853,58289,99.2994513972996,31.086269111221966,4,11,0,2,payment,desktop,suburban,0,0,0
131.54834171109343,1287.935130595968,85394,1.0,51.48508765621912,2,9,1,2,payment,mobile,rural,0,0,0
41.851077038461995,1552.609884247006,53467,87.65526384829131,1.0,4,9,0,3,purchase,desktop,rural,0,0,0
166.61267688951546,0.0,51947,99.16847401039685,29.728657907092366,3,14,0,4,transfer,mobile,urban,0,0,0
30.784209881393192,542.2818376562282,75134,86.63645733265119,19.04907033557532,5,9,1,2,transfer,desktop,urban,0,0,0
6.368003876880454,3072.624324990865,10043,92.31316222470679,46.180820113064634,1,9,0,4,purchase,desktop,suburban,0,0,0
17.68976890870225,3489.1815565167562,81845,199.98325083747346,76.97271188614155,1,5,0,4,purchase,mobile,urban,0,0,0
4.848802871835465,335.73294370322947,20941,86.49364790449657,65.3765867640645,1,13,1,4,purchase,desktop,urban,0,0,0
39.50932000119355,111.63272000811844,43066,1.0,29.819813501508637,3,10,1,2,transfer,mobile,urban,0,0,0
322.1092427389525,3156.8797058225423,50692,85.24268607909856,23.22506370720184,6,15,1,4,payment,mobile,urban,0,0,0
110.31838592122494,1022.8019511263399,52032,48.805306467171796,25.67521680446994,4,9,1,3,payment,mobile,rural,0,0,0
107.6758636280954,3255.0067695264906,35000,91.05407452868438,52.56164776763541,2,10,0,2,withdrawal,desktop,urban,1,0,0
19.14759909944073,6064.84626020937,39723,113.51848982202111,32.635783968265685,2,11,0,3,withdrawal,mobile,urban,0,0,0
1.0,293.3097126152918,8822,1.0,13.002452358883716,0,9,0,4,payment,desktop,rural,0,0,0
24.704126762634004,2778.041875070544,47132,137.6471649290127,24.97331666588987,3,10,0,4,transfer,mobile,suburban,0,0,0
21.870414011267446,973.8913322216874,22950,30.342588150590892,52.850274988190236,2,5,0,2,purchase,desktop,suburban,0,0,0
179.6724826168465,0.0,552,100.20486523250159,26.829297111705223,2,15,0,4,withdrawal,mobile,urban,0,0,0
286.4029138722893,3302.275831918436,21324,1.0,48.22857417325111,1,5,2,2,transfer,mobile,suburban,0,1,1
169.4875598311513,1186.586677345238,6171,137.44281247369534,9.717854578846818,2,9,0,4,withdrawal,mobile,urban,1,0,0
210.66870313118667,1470.5310469256233,21695,31.801924595997058,33.77256005639617,5,11,0,1,transfer,mobile,suburban,0,0,0
130.0483346653293,5291.262311354321,26943,22.403671593810046,1.0,1,11,2,2,withdrawal,mobile,rural,0,0,0
15.277881071008597,491.2616690874079,50906,162.0224435486307,15.471936114884198,1,13,2,3,purchase,tablet,urban,1,0,0
12.094446450082325,4704.464266680298,35488,181.6225296961618,47.19945455407829,3,10,1,2,payment,mobile,urban,0,0,0
192.52313871260057,550.5709591135656,85199,101.27779659469584,29.15775335066705,2,6,0,2,purchase,mobile,suburban,0,0,0
9.407511816979692,16.4732613074018,84537,18.436482149781256,9.061884497732187,2,12,0,2,withdrawal,mobile,urban,0,0,0
393.29588237135795,2465.0673959129863,7384,138.69441071173839,19.089260722692714,3,13,0,1,withdrawal,mobile,rural,0,0,0
169.6274321849773,2061.4225269653275,53870,84.8485884135377,22.094193844006448,0,15,0,1,withdrawal,mobile,suburban,0,0,0
38.583603447432594,1988.2427696704083,31995,76.51925159664465,47.23097656060495,4,13,0,3,withdrawal,mobile,rural,0,0,0
29.105440045938245,3564.751979237769,41439,26.705579910256475,42.78704849743996,4,12,0,4,withdrawal,mobile,rural,0,0,0
48.289795495994355,2700.298718388708,16652,82.47578880839694,30.473420693943662,1,12,0,1,purchase,mobile,suburban,0,0,0
28.665814118654108,3226.65297532763,371,24.14661404477338,12.93984300192442,1,10,0,4,transfer,mobile,rural,0,0,0
382.7223367799326,4243.209436474396,24634,87.51049889934005,29.648729302562803,1,8,1,3,purchase,mobile,urban,0,0,0
6.0131563300876785,3461.929169469481,36569,99.08861505815557,23.976691368218518,4,5,0,2,withdrawal,mobile,urban,0,0,0
39.973749672441926,1940.2251538665553,26845,16.795001284468256,62.865856170261274,3,8,1,4,payment,desktop,suburban,0,0,0
7.790875578645733,1263.6193427229246,27946,75.92719999257064,45.41560170438358,1,11,0,2,transfer,mobile,urban,0,0,0
20.01705474928613,0.0,14855,146.671192482536,4.941432709496855,2,4,0,3,withdrawal,mobile,suburban,1,0,0
31.169670817722977,245.76865336806213,24223,91.01435690940167,14.681054015967694,2,10,1,3,purchase,mobile,rural,0,0,0
9.28340623553239,1734.1126867878356,49441,77.61484300430631,33.94490306209228,1,7,0,1,withdrawal,desktop,suburban,0,0,0
72.29634349473186,2401.016301363021,55144,96.02346203211549,20.38834137049428,2,17,0,3,withdrawal,mobile,suburban,0,0,0
36.59852092594312,1550.2816314477238,78485,151.17237763834368,1.0,3,7,0,1,purchase,mobile,rural,0,0,0
322.3299707519328,846.6457755470208,11727,90.8366238908061,10.249858609230028,3,7,1,3,withdrawal,tablet,rural,0,0,0
33.08184136993044,1905.0323551540291,31674,9.382150235285636,1.0,2,8,0,3,transfer,mobile,urban,0,0,0
89.79056446986006,1461.7125078502136,3811,82.24538993305897,16.1353123905528,4,11,0,3,purchase,mobile,rural,0,0,0
58.354651019635504,2535.6821144804417,49196,48.578331946428946,36.21289878845556,3,12,1,4,purchase,mobile,urban,0,1,0
437.11276199989095,1458.5675633282945,69167,104.99359664058923,41.010649333877794,1,9,0,3,payment,mobile,rural,0,0,0
188.9601088296341,1877.6536605702195,53841,1.0,1.0,4,18,0,4,transfer,desktop,suburban,0,0,0
78.28585407356773,1.6300008070274998,12483,22.53860035554323,21.655732682146343,2,11,0,1,withdrawal,mobile,urban,0,0,0
7.216189235246392,2492.905356448586,44780,3.6476766619171315,20.962695036029803,1,11,1,2,withdrawal,mobile,urban,0,0,0
60.394025602553725,0.0,41914,52.96709450412169,35.801208079593074,1,7,0,3,payment,mobile,rural,1,0,0
66.11484024248725,2546.853315051795,65459,117.22531012485369,30.57459350488553,1,9,2,4,purchase,mobile,urban,0,0,0
53.69804824040292,4425.096253282552,29594,167.82849622264132,46.051763449723985,1,9,0,4,transfer,mobile,rural,0,0,0
29.120106516421547,810.0396103098651,18202,1.0,52.69634503547241,0,13,0,2,withdrawal,tablet,suburban,0,0,0
161.82924800660504,0.0,84867,134.93102639739428,50.71183719240129,1,7,1,2,purchase,mobile,suburban,0,0,0
47.852901905815166,4177.349933484749,34565,67.94709710509476,16.730921289214848,0,7,0,4,payment,desktop,rural,0,0,0
10.780891697631688,893.296369828,25404,30.85682185935891,29.83648716382494,2,4,0,2,transfer,mobile,urban,0,0,0
303.76104755247627,5220.96918742366,26190,163.9474884040447,47.10173518095405,4,10,0,3,payment,desktop,urban,0,0,0
57.08763876881031,2651.3607340770905,6640,72.44930042352914,1.0,2,4,0,2,withdrawal,desktop,rural,0,0,0
208.27995110757573,835.3079724319534,43655,119.46326750615903,31.098128086531073,1,10,0,3,withdrawal,desktop,urban,0,0,0
14.672822782917946,722.6306320419119,22834,14.549659818769257,1.7167267313558732,2,9,0,4,transfer,desktop,suburban,0,0,0
141.48434723108073,0.0,11177,117.16487883851431,34.73377014967157,2,9,0,2,withdrawal,mobile,urban,0,0,0
91.0509848996339,0.0,27566,100.63504874630362,1.0,1,10,0,3,transfer,mobile,suburban,0,0,0
4.01227553153951,0.0,5639,42.04597629584752,52.684612404634834,4,15,0,1,purchase,mobile,rural,0,0,0
142.177837726477,2437.137882961189,56308,68.39260176829357,30.021761425932727,1,6,1,4,transfer,tablet,urban,0,0,0
2.549134813129148,1005.4333815933553,32806,15.664968073305161,14.08204087222943,3,10,0,3,withdrawal,mobile,rural,0,0,0
95.50230921134603,2256.218138836783,22989,134.42092145614504,1.0,1,9,0,4,purchase,desktop,rural,0,0,0
7.431796215485342,2491.568264879507,42258,164.1105871407657,63.84896798704815,0,7,1,3,transfer,desktop,suburban,0,0,0
123.67466476873257,2628.3097160259226,43468,51.94325765445512,17.22318671335519,0,7,1,2,transfer,mobile,suburban,0,0,0
