cliente_id,ingreso_mensual,gasto_promedio_mensual,frecuencia_compra,valor_promedio_compra,visitas_web_mensuales,tiempo_promedio_sesion,porcentaje_descuentos,antiguedad_cliente,productos_categoria,tasa_recompra,edad,distancia_envio_km,dispositivos_registrados,compras_movil_pct,gasto_envio_promedio,interacciones_app
57,5588.368061461601,1234.9330488135545,13.477034957466252,95.10494886357104,36.37384162340125,14.617775535726,12.912631379684145,49.45407205229314,9.454172923821838,86.45976030961985,20.883680614616015,34.58306332671871,2,43.806431166241985,5.101363192253891,7.240558784187613
1293,2444.1509907238483,129.98796049753423,1.9486143284134656,39.01078226836293,7.347607994383339,6.290887116235281,59.80795401787528,6.918294363918198,3.451556235505461,56.34263303442452,32.13614013851772,30.56772357327102,1,88.04122938117936,9.161686400192576,28.348298319505957
1119,4204.517430716989,151.29183651938916,1.0458513193515322,24.73475572715932,5.2284569966097365,6.948635975106842,53.9226377930465,8.080329898344313,1.3250060892972289,54.79098537473373,40.76493432455519,7.3770403881829205,3,29.828958225639937,3.036245166486368,39.57493502237226
585,2957.043344515949,267.92847680174305,10.309677518512553,20.643613814620075,40.1789873852553,15.573609552160017,78.5700536455579,12.028610351939395,5.613362702266016,61.7733900089504,40.014734213800274,15.940899186574544,4,31.984261066363235,6.663702290402765,31.186417361474007
375,8342.882387124699,615.4432241052114,13.294263361982065,166.8958913118491,18.05871881419401,6.531415599849289,21.371868579150217,52.11493283716824,9.001225112193085,87.08172185637629,48.42882387124699,5.900841632593887,3,79.15844244109184,11.043112122350458,38.116975385887926
276,6552.694258354499,1300.126704596625,12.54049507555461,112.5024601857395,39.00660595707346,13.84899692414494,8.927093491778104,47.77575410523298,8.137628208685564,82.3481355799929,30.526942583544983,34.494570540655175,3,52.166313359093344,8.031890800520971,32.018253417951456
747,3482.989311361164,357.8168877006527,11.357312904900027,34.45906577993051,55.51966806440021,12.20099362353267,71.58899206335289,23.81701531970858,7.366271006020243,60.36198229755742,24.03293584597272,23.088139497923343,3,54.859024925550656,9.662968309622547,21.108163832663443
129,7349.100005471967,1203.1349837095677,14.27087748566527,148.61008785966143,39.08003865560617,18.7128672344147,17.720168406151068,33.154535959771124,9.053906595282864,94.29505634010684,38.49100005471968,19.59710252711512,3,45.16115391418353,6.215163099734661,29.087850417425194
1647,2097.9104677259406,286.5510552647092,3.6407270547777832,69.43369307611067,61.773950979073575,38.90260784955779,45.5601640660886,22.023817219356832,10.581637967979669,34.71129914972332,42.56594797390191,14.70673587740131,1,44.35074696078145,5.921169417394196,34.902006555721684
1853,5758.066060940066,220.01877542984823,2.5898345090199806,69.78407045773544,76.64065857695866,22.3926969943227,31.185380007684312,22.840939613195925,14.723766664114432,44.312399584059285,68.14297924707293,24.558761448227088,2,71.3683479108737,11.434033847109362,15.462590311842222
675,2918.827928590772,101.60772410899696,6.772778002412272,40.61254406688434,45.782820386901406,12.009642023770372,73.62854256957834,20.33769735242117,5.9802046428524775,73.90125864223991,27.38933442845519,26.655076335278277,3,50.79981880723994,7.271721961704812,47.01806442171985
1665,4706.214554259644,313.9704418129011,3.675817208923813,61.42999427839413,60.96529379792209,32.01028121626378,30.67344583778769,19.321491534121137,10.366197297275374,12.889924709228431,31.17801083222639,37.2740623407603,1,85.47568690267524,12.711872121582353,21.35245232178815
1982,4908.955904010662,172.1609185920895,2.820417292675545,84.50967697038605,120.1482466482454,22.66535873326962,52.81186938799882,12.323472021303678,9.498956579323222,24.93794862411488,25.616722623081216,44.57383262760076,3,28.5465641403369,8.19630379430455,26.42889048634061
1084,2726.265995464787,181.95730414983365,1.535359403378446,44.54151724690359,9.805847313594844,5.046800877550971,44.7915096553382,0.0,1.2683664459160815,43.51875132517867,32.65127934951259,72.18064758495126,5,14.464057288972613,6.177310240767458,34.36400766237486
1923,7106.402436700168,113.51089630980678,3.2817179042230418,90.37928000683247,110.78599901410809,31.378837781940984,23.032456501762653,12.402423347757924,4.28701966151589,33.23545763690707,40.2334100002269,32.00664000561548,1,23.957064293883533,9.445757034626288,28.21938407644542
100,7804.731264550802,1352.8723446610566,9.817749072448828,108.89330258377576,35.74109606454777,13.50131194258816,15.66972941341397,46.56838097947417,8.596957124422593,91.492519661094,43.04731264550802,17.438324123758775,3,86.06639770687168,10.353067295658251,32.29341262642934
1180,3976.040561460471,103.45415490482966,1.1759525775243915,50.08283941687194,14.464311018452204,4.882840463150092,14.271855497413526,4.816552413186844,3.763224470207669,31.54718985651777,31.263951576516437,36.23056426240658,3,42.74814125377896,11.98173247828515,37.05050111007307
965,2803.465843394727,450.8368492546748,12.231985177395323,39.25211200698231,42.5234903245989,12.43412122206424,64.0793401546417,20.069324769832544,6.090358296862658,78.00869577011177,11.991651038267314,19.80546328369676,4,36.035821855043196,11.183609686362344,25.989753033784577
793,3782.8364003432944,447.4300448988801,16.011564910416766,42.703286443417824,37.58253609788086,12.959867742106786,68.65659136398257,20.11276592975063,5.3685894154422895,70.71703941806885,24.09909080881886,14.408162390039694,1,23.749801067729493,7.143530465026018,21.97345764443197
30,6757.22967851571,1233.574528343603,12.902120270425357,158.84955643268253,49.52053249069554,20.572307411605525,9.742029768638956,55.99828754174774,9.029569161846547,88.49667466614042,32.57229678515709,74.61860340913417,2,73.66550685526249,6.429416117477838,26.276385245871435
629,3483.3314086338914,451.8443526106631,11.590466005435967,44.48253856545109,59.52036826337257,15.889557647704027,77.58423897966792,23.76830636930077,0.9849214977178136,75.66655721966134,35.35047921805924,104.82276431890158,1,85.84891758623577,5.234857085249082,12.21415823119328
945,3965.286367579488,498.9279674197462,14.434301410676944,56.45122031311159,28.188675820477705,13.940795259479351,64.82315300171267,18.6577902868294,7.148401636131244,73.25299669113852,55.79620560364545,19.65612621427589,3,57.55477745962679,5.141978185313468,15.914708988722467
573,2753.406565555896,356.4023454145847,13.031297451255789,20.402120641054044,49.30966455222533,10.975359501008928,70.16360302885272,25.341991583892487,1.225173079897822,61.76061259147353,26.932616151697207,39.93887119489589,4,31.520915352161552,12.885761235073321,32.32809224427443
908,3844.362776067021,304.64538743124484,8.29654951991688,21.30042013857588,48.3147716302606,10.243937419505905,86.66080889692114,18.84457856145791,1.4580490114093996,71.41679037555924,45.164650962954624,21.237400317657738,1,89.22886151649854,7.147157917850808,25.850134043885042
1081,4044.8971565545294,0.0,1.154569942143708,34.432657744496794,5.47429183168531,3.379381706062913,28.59326023989035,11.373781277204984,1.85268931961892,33.56424771894832,49.909049816114575,12.831098680059359,2,30.868603959172674,12.748080421293361,42.81323056041573
451,8225.132860299896,1206.3489550453965,13.855506233079868,143.14042124254064,33.09992277876871,15.577399189959031,13.124582592763208,61.60699555689301,6.8024749518736725,93.59955805313204,47.25132860299896,50.26170957643409,3,34.60873404195621,3.2186532700909884,44.42161636734865
1610,5113.587233414085,145.64061346428096,3.422414861620512,71.05864632681141,115.747220688103,27.52785655099756,38.36631551540943,15.077837086772902,10.868990193647573,43.47511995988417,43.90424459786262,19.499207575309107,5,72.23385039114532,3.1648855959045745,22.780473188062384
1291,3797.7948258172114,165.4314808112125,1.078223562010775,44.941085311767935,7.874139601499817,6.942907980545337,41.36198961047211,8.969045677121034,0.7077412398549074,36.72252369974977,53.760001397335316,21.73789911922409,5,80.28002379552858,8.750576601973659,43.415659845412506
1079,3296.208967134065,149.50889436397938,0.7109680027560306,39.1363946312281,8.70111996416547,3.948492891810981,51.49110560066991,10.066165617796576,1.860350273758992,21.740380249090563,44.07402934658379,47.07118140611493,4,65.5447156738563,15.106140622241922,25.419971385853177
255,6377.286889613581,1416.945098533719,13.86399004464474,195.3372635955555,37.70167983063112,15.008457531090666,23.129283696988374,45.22158334674258,9.993099305457626,91.51046743672134,28.7728688961358,40.81723999002225,2,59.9285775147525,7.253262380355389,7.007811361349702
125,6471.488244242377,1538.8592285864245,11.10054784830732,138.0616976699726,38.88635864603336,11.923437754780696,15.37637715592136,37.38764453418474,8.711133796594634,86.42873150228947,29.714882442423765,13.572338732087704,2,61.334072440827704,7.157444369765464,27.85066548926186
1928,5085.068233039735,235.77128454300004,3.2475347850157483,82.60294768315921,74.71059615391441,26.798203249371177,16.607184917988377,13.965833842133057,14.741938560550524,21.7892699204208,31.562826194319868,32.930375990396065,2,44.35638150442441,9.177248709354188,40.991815976311244
252,7814.63412471332,1390.167254264382,14.285767780880134,193.2033985510487,34.838320133264475,12.206002456402285,2.6934258856853983,48.79256932226578,13.513062206129849,96.1792581208234,43.14634124713321,35.92990343705239,4,65.5982379717482,11.430663632595358,44.743001855240905
586,3595.2118686030385,260.91014263412274,10.1931474361769,27.87119367036233,45.64038028490967,18.141144038260855,73.30360750016209,31.287529657418343,8.212900108304513,65.29837193885174,60.5220605428959,37.410971730533106,2,25.78021612773494,8.369162091720208,23.634392079763284
1569,3887.2274432546646,251.5124286734745,2.732857570546055,124.65642456094729,98.05756257372732,20.954690624858134,15.548683408100413,18.834601508441352,9.48965459231508,50.94194847997087,52.68642091677883,37.50804386055597,1,44.51634601664473,5.933787594572108,23.21677043255069
825,4325.932121376811,299.9996121447159,6.883688738591933,28.07474778025552,41.61570847108043,11.85096896365806,75.06467404428255,26.246466170722385,9.355316986875287,62.127209425514,24.390105677567995,28.23895246809804,1,69.1757362445183,9.340836490893677,27.18923456756658
508,3107.783699432536,327.891417263449,8.423935918541565,32.29535052931815,53.09675259626528,9.241907956011074,62.88510524156927,18.113180006943946,6.160892104093255,66.58835803413507,23.24015555135852,14.109187156796356,3,53.14222132445851,6.821209186334875,22.382923439880276
890,1577.2103691593527,303.7962672423015,9.087798465222551,21.8829561739848,36.04024981157965,11.997686114069523,48.52059369038512,23.472848961829065,3.302775383393519,75.00207387509612,39.699995656847435,33.091431639273495,3,90.88174994221146,7.631550733673963,23.453292003952747
71,6185.525093646531,968.7613822749512,10.875347774455552,123.49238062415938,42.403676071003495,12.487375003758173,7.198608866445878,50.71776363690529,10.559799801541685,91.17630630666189,26.85525093646531,34.53896166534824,4,65.07041782421597,7.764940530506564,31.822962408960905
1609,6253.4828189196905,138.03053418172357,5.450277095835705,83.80308638165532,76.16553052632747,31.38003179646016,34.03599115216358,12.630926774693789,13.712807005440826,45.08675034198353,37.786964292623146,51.66709576220866,1,99.79966033638425,11.637522238669705,24.287156917145737
1533,4506.204624351831,356.4653148438204,2.079446487280648,93.52080083164024,93.96557593384168,29.138336760051832,38.53952530127834,9.394176565035592,11.439067334166722,42.527376251708326,32.45127575548943,18.87170486500623,5,19.057520054820678,5.131546314479142,26.612629047706832
248,5285.304394626055,1084.0077973575865,11.037037248440758,220.02415174705544,35.72896782346472,15.3445280768629,22.602012090941365,57.298831486823325,7.687566626260332,90.44255025665186,17.85304394626055,13.50214413302195,3,93.53402948143217,7.572309777134286,35.685365833764386
1451,2694.8613241330786,127.4836436876174,1.0178332229056557,62.85652065179201,11.574567318108205,5.306537248345079,38.91959762855404,0.8040708220600576,0.67396670482918,38.381660507060126,47.422024932319474,61.86417158834749,2,91.59479128634833,3.3466222662267606,12.862986405667609
213,6359.544250879622,1470.824130784104,7.207517179074626,148.23792626999094,39.04444999399997,15.546072871467391,22.183928934120217,50.32815883623231,5.544999282953576,87.5763240322641,28.595442508796225,26.551428015938754,1,91.64327195461408,7.848028695518154,17.66280800323785
910,3060.8709818722286,407.4167463611288,12.283803245624007,37.83353180560544,52.780189756619215,12.064522303317178,86.55887803058476,27.528464104841436,6.992436552870922,85.72229990349832,42.44613826040571,21.409397254521394,4,10.178042072778059,5.050756363459522,10.830181179237252
1742,5558.651945190401,104.52044564264614,0.9058060792950752,73.81853704018464,115.87255023837116,32.36477637669318,22.08919467389834,15.181288185207334,15.620896217661793,50.514621976150366,42.35348653789435,14.605643537942834,2,26.801967373282054,9.167926879629194,17.767836341652124
1245,2964.5040057663805,189.64450268720228,1.7758049251038768,35.779055555330665,12.0217859724517,1.6813598961334368,42.94219894348359,10.219306575824415,2.936811646802346,20.321914152095445,73.90010268611425,31.541723918117903,2,58.07337260235357,10.56745842630672,35.501221708529556
1697,3484.499642530393,193.206242667408,2.59008469078516,37.83245627269481,96.91950089416834,33.85372743808519,28.384667481820145,9.888653349609108,12.727426121554617,65.47119041048897,42.833620141427986,28.26356698892412,2,77.58633310200543,8.548298380995188,29.11222427678868
1183,2839.514291237141,148.2799138967311,3.2280562488227917,47.57866069280272,3.923599632421242,5.16034586935131,40.38790924118484,9.20300310045306,1.3084964124929204,31.953842766681426,52.85925413461584,71.63840217988374,4,74.85275389106201,11.132904350090907,24.96285843057217
362,5971.400136947746,1693.3558858301408,8.136116956925916,172.75096037148518,37.381483998300354,16.648420715166036,14.697379613791124,48.92116546845706,7.279328387223128,90.19606869207507,24.714001369477458,20.456500245224476,5,51.1168814438458,12.640577050230075,20.137179998857984
1474,2920.6576774076448,122.73899480134972,1.5025591385186858,37.00845507127258,7.331585266140789,5.686225906138992,53.07121659667291,16.379583857129013,1.876349349838967,27.311151981158385,47.441121382115085,10.883503839394763,3,41.94577335231819,8.28996890444959,23.240550223925005
679,2879.5047832671303,336.24463698126,14.26134163477724,30.14575029650566,39.693524594847744,11.027459379090107,71.4641916491527,30.238009277003467,2.86140670263295,71.55535116240704,34.56648411905305,48.368343580956044,3,58.73929560762234,10.433458423181607,19.910258587094212
1622,5812.724300388363,259.1757610457987,4.279838823701331,108.73910052742,80.23393966277787,30.469896792689426,13.260605811480549,10.140028986771444,15.895414612876731,43.28181681536788,19.850545335881463,44.83805951368089,2,43.349844786722215,10.968100691919034,51.51769918088573
1090,3129.317423620284,122.43979578695692,1.9729634934664395,61.35238940674592,7.328638386537363,6.629344570810614,44.435886051497455,3.849087634861447,2.119822768797865,20.347136595577236,38.945994379105535,28.978582115478766,2,28.885440306387938,10.09173880993923,37.65961572113345
1988,6422.837300581226,357.96863869799813,4.488079230892465,65.69903428846945,85.17681095247617,30.714411561423145,32.54504294138749,15.461331748247892,10.562772003407796,66.51746090212319,28.627245305850597,47.56424360317389,1,66.08837684160673,12.652825422220857,9.378326177078463
1848,5635.114289869267,200.9079561815283,3.694610982799896,75.7398159048752,56.66157198684984,20.871639905893623,32.413324889088976,8.287708306631316,14.137769612389434,57.24529814122383,57.33230441940065,28.83693586964278,5,63.523323932781956,8.308383791400706,18.061298877144658
988,2270.5058452634166,271.875813047303,14.087891544700364,14.827657829054624,29.74107009040645,10.933048276682008,41.726114634123526,26.991473746827424,7.076706713652786,76.76162970321664,46.2428787010992,41.48646168274801,4,25.762613237482388,14.014647527562488,7.535291203577636
1513,5947.90286749119,146.24880408114757,2.004913312859228,102.68011609465034,130.842541992601,18.76231845546606,41.09465390249412,15.52435976553522,15.3458487915348,31.842296774636186,46.7956555061504,12.954493283141499,5,14.888967167858029,0.719214702400901,45.60576415411846
112,6078.0820220776495,1642.959251691689,10.957432166213083,139.97486612690292,21.48287572847221,17.20852633272541,8.158011729721544,36.40271349824647,8.267446902815939,93.1130779640893,25.780820220776494,33.13346825832817,5,38.99014706546102,7.907005038060964,18.93096712372659
1488,2643.0625944448866,237.2850837142043,0.9503519370625344,60.55531322580714,8.231615376851478,6.553618530863346,54.68473614902227,6.794902070042006,3.0016853029116994,47.39946059941191,30.439281512148096,63.23566331635612,2,55.30425460747047,4.692572889189376,12.590941678746038
1454,4956.519036440219,50.51952328308755,2.409035727019965,46.584064495427015,7.416679609053848,3.872118959991576,19.98470983450108,4.614698291689609,1.7078277747787676,5.591033967889977,45.16692323979527,31.55278079793851,1,73.5937008594414,7.940542044829939,10.526305416402213
384,5997.864144715369,1260.8838782456344,9.614469051700432,132.01069976718173,25.192610799714004,19.36219722865131,20.69574564652526,60.754769641838216,7.748865762223695,91.8132732370045,24.978641447153688,14.120512561542535,3,97.43833686562616,4.449377776916763,29.73318705834758
1396,4037.6521419110154,73.01082131211939,3.717340942105043,40.18797795356258,5.61573779166729,1.4238285370914805,33.9913314602999,8.3803927595408,3.049674425816129,32.7108673337828,31.297618700131295,20.920816399096594,4,70.45321566174987,8.983023017539239,41.047024653770436
1055,2468.7860309179578,76.79861860271441,1.9930418028294077,51.18005489505741,8.217942167243962,11.826606752031324,44.4139950622226,12.036251828849965,0.5079145132359466,38.50842891673355,37.66584686135627,45.65528753897781,3,88.76356450555949,8.258520748112693,16.10212867981189
756,2013.1658524281129,266.4972603633816,14.169517344463612,29.304626208168344,58.613064659108126,13.306965395908552,75.77238277500847,42.81938546048053,9.120526725040076,96.7731372284554,37.827497800253056,25.690472885690106,2,70.88686582982757,12.585464907196002,20.049528207904885
325,6055.043744245093,974.7938682826664,17.194618299541514,156.42941614212046,39.88537405672201,12.942455647304024,18.549818802062475,44.61593514528496,8.877836147509152,86.26327019438565,25.550437442450924,40.11467952285719,4,60.79157177316769,11.230359127899245,30.245591578207264
1624,4506.654658273312,400.9668152163308,2.831793615171037,66.87421830065645,84.75909702017297,8.81550023231513,41.19167278487196,17.272106183381414,11.471385128658314,73.19739072577518,41.54090805560547,24.67426095318345,2,81.05401986130651,3.8120090154629143,18.46834838756252
788,3510.930011872991,386.667097995952,4.52646503317036,23.3984024087934,53.04228112711623,12.509361913653184,96.92677682698738,20.40395576605324,5.5278457018063065,84.72401652416218,58.54265173763042,19.49762391509305,4,85.253998989636,6.307128694242699,0.0
369,5781.239673051618,1282.5544800602436,9.62310903381653,175.88247463939192,47.72789467495143,19.151574375359484,15.188704497483124,40.657720909993046,9.732693906422083,80.20647579009528,22.812396730516184,11.735463321356132,3,67.52759639180508,10.388622614570217,28.575788298543603
1820,3502.0140349272297,349.2787704344504,4.359384933992987,48.60187273868338,82.44570026174326,36.6464683460968,29.63831301938321,14.335877398846565,12.278387001921027,41.554488456346846,56.33505305449536,24.057440849185063,1,13.021096008791133,5.825018541326181,20.404404702761354
70,8517.624072971523,1502.3284129949247,10.460099115663828,138.85403267245957,39.5102456904619,12.061660114154671,13.026398254484857,33.049875704898334,11.205286066603534,92.7278988862839,50.17624072971523,19.83035114827823,2,86.51562278485231,6.167838229895581,17.382391499986536
858,4163.485942222087,346.5130523391553,10.00596590537598,30.37254284446081,43.019903456540185,9.413883757199724,84.39944051498287,29.10231831523271,8.800305955496938,66.88535596161755,23.184146798778045,14.136028314525841,3,93.14682073543483,8.785568059025513,15.469255382821787
1484,4337.472827961629,134.58222672038698,1.7721370729740924,52.51124641985771,8.884022166912406,6.090790702052978,50.86875972109919,8.845813116394257,2.00640334378942,49.31133981727836,32.47812820712306,12.144359673056247,1,24.122519271118644,9.08168632708407,37.26791538607701
1556,4581.232357624628,292.23768997419535,4.1712188358819065,79.20643893834371,85.24338830639188,26.191280666885014,38.7809370593562,10.950849934968318,13.40058108236065,61.64399264959987,56.502825957675455,33.347822820917344,5,45.36535576026392,12.165692070002734,27.665951039845645
1692,4328.687458750186,338.235549196055,3.0076199972312976,82.25608741904912,76.31637349738324,18.750017988603226,40.985526297363705,13.44956878838108,8.05973732576544,25.963219481677505,43.17693575484222,46.84640142430019,2,11.251244947599066,7.490556463468389,25.530174060790337
1475,2132.971982178512,147.64469412182476,0.2102632597241829,7.038985505563041,6.945156484490082,6.17631250141031,40.80839740174827,6.551039006940478,3.0002987415038,34.60765708877145,15.946135578923755,13.111642893084907,3,47.09897471508563,9.556862692124628,19.462765807448086
1799,4673.713423432899,221.863222143063,3.125672737413036,19.209167849167805,68.73283416483409,35.81054045157105,33.04237767209132,14.129303559234792,11.902098622197968,37.51766506776538,41.80902528964565,21.500940804949494,2,29.580975319585,5.182854135269487,18.518730784177293
479,7943.951103480442,1784.1496706024157,10.615928560071604,160.1077382526422,35.970385854173344,14.060942018461557,22.61259486929468,32.87207334068447,10.378757480046357,92.20133799647364,44.43951103480442,57.027981726715566,4,49.441339389029984,7.699490451193556,24.917714413804845
282,8292.47331550644,1092.6606726188377,13.521158454257751,115.93130107874588,27.625778089811163,14.75218664089497,15.335271292057293,41.724998249669454,6.148609880236038,82.4948755541367,47.924733155064395,7.363173071222762,4,82.85178499154446,5.35222460689951,31.511382443570557
1648,4961.885605597791,270.33013213627913,2.7909246305142754,46.60843460583774,81.29796368233316,32.05077833472559,35.46669931907012,15.8309459068639,13.624944949416133,68.23458253291822,53.70046813649928,58.51159097134756,1,69.30506298177153,9.73002003100039,27.736660364308353
1557,4721.90265044764,242.1600854135837,0.9778453506168958,115.1790818854382,104.70430974198564,25.915949100156883,34.068003016874414,11.194484151211592,10.65097658829754,73.12991043898407,18.041979545428422,17.76448411189159,1,24.547983554385983,8.260665936089719,21.244997009142146
1730,5728.710786077285,383.7829813241142,3.2618003039171124,61.71611065624215,75.44090071009221,21.018126364044345,0.0,12.780941707726232,19.23085307255777,50.14016771368784,45.547807713840974,23.580301165778614,4,43.52975882881857,6.472486837758192,28.109972759705816
211,4559.129175602915,1306.8124168575036,13.40148315512758,194.81930054746945,44.721461639671446,18.63104132852061,13.438930686581449,26.74892118135865,8.369014854527448,86.0359741699314,10.59129175602915,24.753767022766745,4,85.74803390387939,8.90034871370398,16.755340043729603
298,10638.027957582955,1175.3112208195605,9.022717567502426,119.37424498254548,24.91430073915877,12.537179664337083,23.67915298247353,39.06999849018072,6.604554382262053,79.17554399560588,71.38027957582958,13.839809825464517,1,98.0539877402424,8.63395207785937,27.8167596319649
1885,3871.41688695369,278.5388671385841,3.126149325834265,54.03032799390969,85.65936501290327,33.23656774956278,17.44331537322794,14.16455834450056,13.554837126422091,67.05211982130973,49.149851666059874,26.51388975946957,2,99.39055120373352,8.87797867860603,12.405233721312875
1834,3415.515949483097,469.4174874236214,2.501486728245917,114.62506576588008,88.12552881901601,14.19116611465284,34.4445377749994,10.026748549645507,13.729412121392537,64.56645641696097,46.025071679043286,61.6487270490774,2,23.58927813333127,9.633038658425075,11.30538403851368
652,2834.554141594171,343.85642067100315,7.408131868498744,14.09301673151734,48.15179537765512,9.7298135400633,76.89553987162633,14.870529441793744,2.9822256887509533,63.68262154173618,56.384663939142904,23.624835745882926,4,26.67623856469816,3.6367806219424876,25.618473237704706
1234,2909.2869605571027,71.41368458831731,2.1061360880255227,37.550885507651486,9.97187894547611,3.110976218619909,42.86051368054064,7.38459515260516,2.289357832755329,21.37228015138522,37.81802051305287,84.78533030435582,4,30.39400521894385,7.165128728157953,20.38708685062967
1503,5847.337114328622,216.1837623234722,3.198691415488252,54.314777344062136,95.84417189261544,39.79479858506939,31.222378097652417,10.706536089506612,7.842391473779031,38.27709148389758,57.02856046212701,35.33604379513317,2,75.17221428188454,15.543564195217861,12.005217755464772
1932,4958.443189463875,427.4969636011549,3.295630043533348,98.2365896878821,94.41082660499922,25.48808982919426,25.374318591080424,20.94305574122828,10.367510926802725,61.91962375761301,21.666900508631972,24.34201057190881,3,49.7116054793416,11.896399523446927,2.2041244091983145
917,2103.3910965359914,498.267368652295,16.8293217790333,31.924215902564157,38.64367454135087,9.7702754678071,61.5208768694815,21.46521023510269,7.634548605455814,81.33039809229939,21.018782439589693,57.92284552698786,2,37.29728935393328,10.23027402087745,26.926762450554115
994,4105.209479376258,389.3522151293612,10.601800359938233,27.7991893641332,39.60661163385176,10.029134325973024,80.93719003449877,20.38334423454667,5.707195449775052,76.95889532085486,37.359538758613134,47.06336343603635,4,18.11737221834831,7.702920078654533,22.064406063770004
430,8606.501096996572,1443.2121384816396,7.97373545617344,156.33576722713784,31.95517249856848,22.654832937127537,11.050184325687372,42.19632493928494,9.788078339191358,84.28478802444742,51.06501096996571,12.654018147318045,2,41.3502021621463,4.4082686129672854,20.10193540871813
1371,3414.204532291797,183.59962434893225,2.554915173310909,41.72071098264044,9.755085619425996,3.834325450928281,41.53822435552007,14.817383526788776,2.02027859063711,14.352434917780734,35.40261367899136,18.41610461128665,5,17.281177564654758,6.044524878417066,26.875474132776937
240,5559.435456297108,1578.003360480036,11.56035418597408,133.5487191519727,31.715748095184964,23.763813789726164,14.21020237597944,34.59045142584761,9.803558713306671,92.53268799041348,20.594354562971084,70.92208904033163,1,76.71521679323887,12.31485669684302,25.59577028833378
880,2445.5751331714337,482.0309168717615,3.805362405903047,34.994390824441254,48.375577471797335,13.544902162492605,64.45998360944776,32.32548944302777,2.753545096394421,79.4647647442816,45.186332421756056,31.361567754799648,3,68.27145564925269,5.811631856920336,21.010508135234915
621,2656.0120720882705,203.8692276652392,6.525676244848445,36.26094363439311,38.841824849655296,11.386725498084976,84.3648336019657,23.48585791096138,5.989243422017071,73.53187551023319,39.71739507698165,30.938159337155653,5,55.07541591615504,3.9176177872720537,31.736387222378184
257,7213.405336967346,1424.311946664248,9.293906962535516,145.05627721440737,33.485137839031005,8.233553804509842,12.978453075401044,29.25958288404149,4.46253780592851,88.06327466436082,37.13405336967345,84.90547903668656,5,86.23340181703519,6.40659852746302,37.81309774013903
612,3258.466493841102,407.04569217825576,12.091990956079618,41.29104335578156,52.053278739090295,10.070355573330763,78.07646373875649,4.395622986966632,7.294404946540375,82.0390641399066,56.46204408120107,53.86552254723388,3,60.11496094492279,5.140395186265272,26.03793088127475
