probabilidad_fraude,prediccion_fraude
4.7049783083862875e-22,0
1.3417628607386937e-14,0
1.7561690676848928e-14,0
0.052913335607269116,0
6.166294942058792e-21,0
4.104725091514525e-20,0
1.7405748848547405e-10,0
4.796337179173774e-11,0
1.5576035936905556e-24,0
5.243420153312635e-06,0
3.1634942818292944e-17,0
1.651567913692908e-18,0
2.5750021923416895e-09,0
2.8783766958192694e-13,0
6.030831473424752e-17,0
4.4011118481686765e-23,0
2.5332932416664045e-18,0
1.577478395391099e-13,0
5.984005632515372e-21,0
9.05034467298417e-11,0
1.419326809151372e-16,0
2.4972126124793856e-10,0
9.235128489681081e-23,0
4.1288915908701486e-12,0
1.8288488694950985e-11,0
3.5165684295695707e-23,0
2.9015422716749007e-25,0
6.710593296957643e-22,0
8.789094885415992e-18,0
1.8052711127383479e-22,0
7.19375661983793e-19,0
1.3070537731759967e-15,0
7.557418778398427e-17,0
7.707689880964985e-12,0
2.3734670571603814e-17,0
1.0505715828361791e-22,0
6.294957600718945e-18,0
3.1891726902935553e-18,0
5.663854047209472e-16,0
1.7497434706426146e-24,0
1.3344765797134153e-19,0
1.057937746565626e-06,0
1.2776350659166914e-15,0
1.4882631995579306e-13,0
1.9204602391181353e-10,0
0.004937611891670471,0
4.903306486887492e-06,0
1.2602839160618088e-25,0
1.8155332375328244e-06,0
1.616260146152902e-16,0
1.6791970408709933e-18,0
4.702351689623125e-10,0
7.797248881259443e-10,0
2.1787600892553136e-15,0
3.093569437989804e-07,0
4.416905265852599e-13,0
4.5261593234163684e-27,0
1.3779011479034225e-10,0
3.116654483025563e-16,0
6.771235757097638e-12,0
5.454804596056979e-14,0
3.233821940977099e-13,0
3.1439186198821725e-19,0
1.0209643502880937e-17,0
9.88950401048211e-20,0
3.697419161637255e-16,0
2.3446381915134183e-16,0
2.4958891978426772e-20,0
2.206055045843023e-11,0
3.270590793960095e-10,0
1.0865865679044287e-12,0
6.309157802885134e-11,0
2.3713155794160418e-08,0
1.6375521713666015e-20,0
3.083875889363295e-16,0
8.542713713107455e-17,0
1.7538770514065122e-14,0
3.021004349894845e-19,0
3.015099933921489e-09,0
5.087727569303349e-24,0
3.195247757016931e-13,0
9.591286864412192e-23,0
3.5061186133976544e-22,0
0.9999961744062613,1
1.247123032608442e-17,0
1.5438442173321024e-13,0
3.087573505513418e-12,0
6.751099608744294e-08,0
1.66628881153124e-07,0
1.6516797771618103e-23,0
3.818768251069111e-10,0
1.070776516008429e-18,0
3.5177608532306663e-09,0
6.947987737259823e-16,0
1.8592251691002048e-17,0
2.796740980003686e-22,0
1.5155685795680076e-18,0
1.482459654640798e-19,0
5.103322075755744e-16,0
3.8136490423155834e-19,0
4.534014162714355e-18,0
3.560807194150366e-10,0
1.8869222123496957e-25,0
8.3876380544374e-15,0
2.6067659250008277e-18,0
0.004111758618024888,0
1.7668042089265525e-16,0
5.444081132380945e-21,0
4.925088207161185e-17,0
1.1075197877264081e-17,0
2.441566900761147e-15,0
7.178796566172488e-07,0
2.186489166731075e-08,0
1.5119497968245313e-16,0
2.4349325567751685e-07,0
6.692182196723159e-16,0
1.7670040184945688e-18,0
1.0252560633704519e-12,0
1.7211212365677247e-26,0
0.00021121509355271896,0
5.172025102899884e-21,0
6.507320236041612e-20,0
2.982972682052864e-20,0
7.365844158492367e-17,0
1.9234027324130063e-14,0
1.9792479218237097e-23,0
7.790523926077642e-11,0
3.919090126796e-18,0
1.072756593916811e-06,0
2.945469889100538e-22,0
2.923829343592065e-17,0
8.651777281876213e-07,0
1.6804153141933846e-17,0
2.9664473257096926e-13,0
3.0861842292894736e-26,0
1.7166748101615893e-09,0
0.00026387185469264196,0
2.8449501460932087e-25,0
7.532820809032636e-08,0
0.01795358387383449,0
7.960652830102349e-20,0
5.262482736299694e-10,0
5.787215995718203e-20,0
1.38158742784049e-10,0
1.2137787089071161e-21,0
1.914847748338289e-20,0
1.9569542060172615e-14,0
8.836799169899456e-19,0
7.826480433494312e-17,0
1.3979859287673945e-20,0
2.3659827731831815e-13,0
2.1514384525102875e-10,0
3.2250682097402856e-23,0
4.251848841621401e-22,0
2.5127753428887136e-18,0
4.811110473145163e-22,0
3.944819719648477e-25,0
1.2967068392368903e-21,0
6.626556963089835e-13,0
4.717413320748675e-18,0
3.257876050924205e-15,0
2.663969875595584e-06,0
8.18450336192963e-21,0
2.904725060503418e-26,0
4.165004314832272e-20,0
5.773950051738475e-25,0
6.316692987302831e-22,0
3.682132178010853e-16,0
7.656355714648833e-12,0
1.1340822830332226e-16,0
6.183028745587134e-22,0
5.2787494991059897e-20,0
1.6737463663099036e-14,0
1.143556888928402e-13,0
5.746542997861803e-12,0
3.491744435129481e-23,0
2.0078183032964277e-09,0
4.629240765395106e-10,0
1.7326676768586082e-22,0
2.6313442394324757e-21,0
3.371699094855227e-18,0
1.688278229052775e-19,0
3.338197053951119e-17,0
3.595438353668862e-27,0
9.686263666426846e-21,0
1.414588211737856e-19,0
7.861421810098067e-13,0
6.883001886543491e-16,0
1.6325604474612673e-11,0
1.596638989436387e-17,0
2.1121089845257513e-09,0
1.13862126258239e-20,0
2.6604675168581086e-10,0
1.0996633005385373e-09,0
7.91831557316757e-21,0
4.97529024971668e-25,0
7.10645275577914e-17,0
1.6090759919406796e-07,0
3.299764028043688e-17,0
4.601544850204426e-14,0
2.5405616189668684e-13,0
2.90136458068342e-10,0
1.1940592020680092e-25,0
3.0182481952025636e-20,0
4.426644809897286e-21,0
0.0004964212634998309,0
1.7721466871423492e-15,0
1.8829532430241613e-20,0
1.2191844607378518e-14,0
5.857392864927586e-19,0
2.0557511594461292e-07,0
7.633836100407818e-18,0
8.596998908288145e-08,0
8.151894047407429e-13,0
1.0303434571970715e-09,0
3.357838647147771e-08,0
8.012954430700277e-18,0
2.047866592860549e-10,0
2.8472455066408205e-08,0
8.244412369307501e-19,0
3.733513452034167e-23,0
8.56006823529711e-17,0
8.299562918474339e-09,0
1.3366442852781902e-15,0
1.3331198514324648e-22,0
6.174830043903177e-16,0
1.843352303138983e-12,0
1.90915140951858e-10,0
4.343823998008079e-25,0
2.2080985959255214e-08,0
5.194388405655249e-21,0
1.3384948503680769e-12,0
1.0272046961513184e-11,0
4.5517722725768054e-17,0
6.4218033892885e-23,0
7.578827506490059e-11,0
2.8269185650912343e-16,0
2.0208208582894918e-13,0
1.149592775441454e-18,0
1.7568779841098198e-15,0
3.245591464409905e-19,0
5.423167678516163e-05,0
4.3742831121632415e-18,0
3.159611734197654e-23,0
5.2470481668706094e-24,0
2.125540753033828e-22,0
2.1643726984168752e-20,0
5.370776502279652e-15,0
2.9647655984620466e-20,0
3.431230626396128e-22,0
5.3228005371102305e-14,0
2.0835883116082786e-17,0
2.1670828401974724e-12,0
2.843365264442573e-19,0
5.717134159433708e-17,0
1.893210152264268e-18,0
1.8130089100521775e-14,0
2.1572622340356345e-13,0
1.2170707027852956e-08,0
2.0942659547356533e-18,0
2.8685384939865666e-09,0
9.230682671592589e-23,0
2.442169107828565e-19,0
5.519866349448504e-16,0
5.480643739217496e-12,0
2.315903975728482e-11,0
5.5471154274128294e-05,0
1.6585160447508318e-12,0
3.565153552101331e-20,0
1.6317202158993144e-18,0
8.699324828649123e-13,0
7.928344593184321e-20,0
5.5844846993607e-20,0
2.820230238237068e-16,0
8.890532020143166e-12,0
1.4065772604221026e-12,0
2.0982930134250025e-16,0
8.028267146418645e-09,0
5.830435989231143e-10,0
5.157688812573491e-11,0
5.742549722626279e-17,0
2.0065345863100073e-22,0
3.704864698757655e-14,0
3.1817210498742885e-18,0
1.8864289995735402e-07,0
4.012962805762057e-18,0
2.6035692111429416e-19,0
3.593315194636134e-22,0
3.264089533288256e-17,0
8.457161012217314e-22,0
7.798100524708874e-22,0
2.4430251678153253e-17,0
4.376142572852157e-21,0
2.6959652635419574e-21,0
1.2544179467696985e-18,0
2.4090641638472325e-08,0
1.6899655642684675e-18,0
2.957179263094708e-14,0
7.646790693171515e-14,0
1.5748783354789563e-21,0
1.7090479977694492e-13,0
2.0022930601089408e-15,0
2.4759128007632663e-10,0
1.006072700787411e-20,0
6.5594230715211345e-12,0
8.946476240383838e-17,0
1.0545184341553162e-13,0
2.1185463574832157e-22,0
7.535722465434938e-21,0
2.5957995744268134e-16,0
4.831138455036335e-25,0
2.4688758627389598e-17,0
1.9113190424239058e-09,0
2.610209227441584e-08,0
1.680097654354086e-18,0
4.891915437872381e-22,0
2.563085469347339e-21,0
4.144518520188969e-14,0
0.00026688085198010283,0
5.740587346394481e-17,0
2.281162893204111e-11,0
7.861079849084456e-13,0
2.2786101644625095e-21,0
2.5308269080585343e-15,0
6.928622481706271e-11,0
4.571845457928446e-17,0
1.188066595234461e-19,0
4.0682584651221853e-08,0
5.73341006170722e-11,0
1.0681757640586606e-08,0
1.1636740315063644e-20,0
1.2307325606355503e-07,0
5.4814392411857646e-21,0
5.363033115226216e-23,0
5.112711699949418e-20,0
3.30904493016746e-18,0
6.366561539284269e-15,0
2.0936605212642837e-20,0
1.7085509801665382e-17,0
1.4137662624752162e-24,0
1.3291311518858472e-25,0
7.900210123495495e-21,0
1.6787754179861663e-14,0
1.8724287798440572e-11,0
3.9936571722254626e-19,0
2.6604474289618164e-13,0
1.3537382024308164e-19,0
1.662592178184539e-14,0
3.692396587187129e-11,0
7.345790105447923e-17,0
6.462190444511855e-11,0
2.389795175813581e-14,0
9.621002340934731e-07,0
1.0820102161334504e-19,0
1.178791386195048e-07,0
1.400784771018915e-14,0
1.0991870613649503e-10,0
1.0982126013037071e-15,0
1.1902716520162328e-15,0
1.417155276581281e-19,0
3.2648339929803937e-15,0
6.4790017491340875e-18,0
1.1686824579131356e-16,0
1.0387848948026564e-19,0
5.983370730314038e-09,0
3.956444330484998e-19,0
6.569765593280435e-23,0
6.347944516100031e-26,0
5.5608201913641656e-18,0
1.8108110465411896e-11,0
7.268578741657326e-16,0
1.4995500759970132e-13,0
2.5721972218149552e-24,0
1.7337308221511913e-20,0
1.1838987648577825e-12,0
1.3412575909836025e-19,0
1.3242689431853943e-22,0
1.3194295345881852e-19,0
6.172261674895744e-21,0
4.7298042466048666e-17,0
7.482117945110125e-08,0
5.6309424183533314e-18,0
1.3622638875135814e-13,0
2.74579966325277e-20,0
2.4949996707643263e-15,0
6.431522489221144e-07,0
1.6634318727170446e-13,0
0.05602463233843927,0
8.723670949263444e-10,0
3.737993581178405e-14,0
8.516755178934844e-14,0
4.508394118002765e-11,0
6.923148255605623e-15,0
6.088266431642655e-17,0
8.526218476523969e-13,0
6.386339719821891e-16,0
2.90110689564263e-14,0
2.105206102074833e-15,0
5.269717552280498e-18,0
2.5485354640193875e-19,0
6.577878692496591e-07,0
7.69204589670891e-23,0
4.2114373928635905e-14,0
1.3613911603364794e-12,0
1.432185739438864e-12,0
3.589736482443694e-27,0
5.646554933801708e-18,0
4.1137445201444304e-18,0
5.39595278455045e-15,0
3.912189679320546e-17,0
7.426310575978691e-15,0
4.533002797591475e-05,0
6.418693447435327e-16,0
4.201214726444673e-15,0
1.64490545691129e-20,0
4.752430897559534e-13,0
8.173949776431406e-17,0
2.792880788554936e-17,0
1.29451855072882e-15,0
1.132005762591382e-23,0
2.0214097222095924e-12,0
1.8156043093799172e-15,0
8.038362878562263e-06,0
7.3641095043371e-06,0
3.10242467711949e-24,0
1.7830682542560495e-22,0
2.4054346119455474e-18,0
2.840930255383894e-14,0
2.5143401533489385e-19,0
4.1139297337759735e-24,0
4.952935446050644e-16,0
1.2209680440973738e-07,0
1.1373428000301495e-09,0
2.8023002689326983e-26,0
3.639332344160152e-10,0
1.1859802945382548e-09,0
9.103911887848031e-15,0
2.2218123058018667e-08,0
3.504830307746924e-12,0
5.445915967072497e-21,0
4.725346641047817e-15,0
5.407869884675598e-10,0
7.853976207240588e-07,0
4.6360518026352833e-20,0
2.3229924399603036e-15,0
1.293437572643425e-12,0
1.0351223777596244e-13,0
3.93598986374405e-22,0
0.9980086866358493,1
2.51283968253571e-15,0
7.87111334823325e-09,0
5.155516086458525e-12,0
5.3802626937538466e-15,0
1.1213105460403296e-21,0
1.193408260055597e-25,0
3.8678000031628936e-22,0
2.104324700799198e-06,0
2.1405611764307737e-08,0
7.854903354491787e-17,0
2.8105653998766612e-14,0
9.494219332072583e-18,0
4.97691248916158e-14,0
4.29235495111793e-14,0
2.4115168186888752e-20,0
8.988579806124043e-16,0
8.975601324069353e-15,0
6.393790437819387e-08,0
2.0809134542092817e-17,0
1.7029620816714528e-16,0
1.6067200911606075e-12,0
2.117567625503808e-18,0
3.815925282893487e-23,0
6.504679193882798e-11,0
4.8726849265125225e-15,0
2.2392633245227873e-12,0
2.6707873807632675e-10,0
2.6861565120561513e-10,0
9.684593099705227e-19,0
8.400809660363816e-20,0
4.405482415298667e-17,0
2.8910015449955417e-15,0
2.662307333600783e-13,0
5.097116968782941e-17,0
7.227344434270749e-15,0
4.369501782064531e-22,0
2.7255806194319484e-19,0
5.11108699059338e-21,0
5.774312230722381e-16,0
1.8421803596347178e-18,0
2.3161322624827456e-24,0
0.004266870287701644,0
1.381366593297005e-20,0
1.5931556855019154e-09,0
5.628530621018064e-12,0
1.42345063285832e-18,0
6.148411995349054e-17,0
1.3296447980312497e-15,0
2.536572997933693e-14,0
2.4190706831407783e-19,0
1.1352833332100585e-14,0
0.9930010015434858,1
1.0459958425279953e-16,0
2.0127504889078356e-15,0
5.108802101068152e-25,0
5.425686637925434e-22,0
8.120053991797772e-22,0
2.425073346894827e-12,0
1.8361533198097834e-20,0
5.034853763441134e-20,0
6.7661410302310725e-19,0
6.722093089163438e-18,0
8.579770445153936e-21,0
2.076654233490524e-15,0
1.8866640344952893e-12,0
1.7309570627132846e-27,0
3.455845284399094e-22,0
3.8752833863533425e-15,0
2.6017943662565632e-23,0
2.1493103942905413e-08,0
1.3005095035352782e-24,0
1.0922258135680252e-19,0
2.2551651213161617e-19,0
5.1890293901317437e-14,0
1.3805563374555293e-18,0
2.2305254334846679e-10,0
1.5981562257962753e-17,0
8.296361826478557e-13,0
1.7685648293911157e-11,0
6.582149470758936e-23,0
1.2528422398737978e-13,0
2.1536264819327968e-19,0
9.726903686250946e-19,0
9.081461126037127e-22,0
3.492637104549069e-05,0
2.046073480787139e-17,0
3.79592376866118e-07,0
6.31250622762648e-09,0
1.5837377957128473e-17,0
7.291496912820693e-14,0
5.813223878747687e-16,0
3.7985020132986844e-23,0
1.4614890760623593e-23,0
2.7977188715477313e-18,0
5.564259499112599e-13,0
5.572195570534196e-15,0
4.244854684953596e-09,0
9.837615805855859e-15,0
2.936846592900696e-07,0
8.121074652555361e-11,0
9.009958632143534e-26,0
4.558069303305785e-15,0
2.9985318547330135e-15,0
8.321010263768315e-20,0
4.322577752092308e-21,0
6.649000928893556e-18,0
6.076239554825336e-17,0
2.0634893521853532e-18,0
7.618287818977077e-21,0
1.6540882943798775e-25,0
1.7203764645364175e-13,0
3.309102099546874e-22,0
1.6957680928577874e-16,0
1.4315289126240735e-20,0
2.1744572014791805e-23,0
5.032741695377018e-21,0
9.680081624797315e-17,0
3.709755751497367e-20,0
4.190728510661882e-25,0
8.48843755096004e-13,0
7.129392068477984e-11,0
1.1349637332334882e-14,0
2.1788659291654808e-17,0
0.07745402506834131,0
5.781550422591762e-20,0
6.189493825582975e-07,0
1.2860518256937227e-19,0
1.1189308268406169e-14,0
1.415030506404165e-21,0
1.5154516434845537e-14,0
9.90864664014337e-10,0
1.6945718380771197e-18,0
